trade_id,asset,direction,ob_formation_time,bos_time,entry_time,exit_time,ob_formation_time_ist,bos_time_ist,entry_time_ist,exit_time_ist,ob_high,ob_low,ob_width,ob_width_pct,entry_price,sl_price,tp_price,sl_distance_pct,theoretical_leverage,applied_leverage,planned_tp_market_pct,planned_sl_account_pct,planned_tp_account_pct,starting_capital,position_notional,gross_pnl,fees,net_pnl,ending_capital,outcome,exit_reason,is_ambiguous,holding_bars,holding_time_hours,bars_ob_to_entry,hours_ob_to_entry,bars_retest_to_entry,hours_retest_to_entry,realized_r,cumulative_realized_r,data_timeframe,trade_narrative
99,SOLUSD,LONG,2024-12-24 20:00:00+00:00,2024-12-26 04:00:00+00:00,2024-12-26 05:00:00+00:00,2024-12-26 07:00:00+00:00,2024-12-25 01:30:00 IST,2024-12-26 09:30:00 IST,2024-12-26 10:30:00 IST,2024-12-26 12:30:00 IST,195.411,193.25,1.412,1.1089,194.8707,193.25,196.04,0.8317,42.08,42.08,0.6,35.0,25.25,0.000719,0.030267,-0.000252,0.000024,-0.000276,0.000443,FILLED_SL,SL_HIT,False,2,2.0,1,1.0,0,0.0,-1.0,-5.1959,1h,Price breached distal stop loss at 193.2500.
100,SOLUSD,LONG,2024-12-23 15:00:00+00:00,2024-12-27 21:00:00+00:00,2024-12-27 22:00:00+00:00,2024-12-27 22:00:00+00:00,2024-12-23 20:30:00 IST,2024-12-28 02:30:00 IST,2024-12-28 03:30:00 IST,2024-12-28 03:30:00 IST,185.62,180.669,1.412,2.6852,184.3822,180.669,185.4885,2.0139,17.38,17.38,0.6,35.0,10.43,0.000443,0.007704,0.000046,0.000006,0.000040,0.000483,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2979,-4.898,1h,Price reached fixed +0.60% TP target at 185.4885.
101,SOLUSD,LONG,2024-12-29 02:00:00+00:00,2024-12-29 14:00:00+00:00,2024-12-29 15:00:00+00:00,2024-12-29 15:00:00+00:00,2024-12-29 07:30:00 IST,2024-12-29 19:30:00 IST,2024-12-29 20:30:00 IST,2024-12-29 20:30:00 IST,194.201,192.348,1.412,0.9564,193.7378,192.348,194.9002,0.7173,48.79,48.79,0.6,35.0,29.27,0.000483,0.023583,0.000142,0.000019,0.000123,0.000606,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.8364,-4.0616,1h,Price reached fixed +0.60% TP target at 194.9002.
102,SOLUSD,SHORT,2024-12-29 14:00:00+00:00,2024-12-30 01:00:00+00:00,2024-12-30 08:00:00+00:00,2024-12-30 08:00:00+00:00,2024-12-29 19:30:00 IST,2024-12-30 06:30:00 IST,2024-12-30 13:30:00 IST,2024-12-30 13:30:00 IST,197.6,192.83,1.412,2.4585,194.0225,197.6,192.8584,1.8439,18.98,18.98,0.6,35.0,11.39,0.000606,0.011503,0.000069,0.000009,0.000060,0.000666,FILLED_TP,TP_HIT,False,1,1.0,7,7.0,6,6.0,0.3254,-3.7362,1h,Price reached fixed +0.60% TP target at 192.8584.
103,SOLUSD,SHORT,2024-12-30 12:00:00+00:00,2024-12-30 18:00:00+00:00,2024-12-30 19:00:00+00:00,2024-12-30 19:00:00+00:00,2024-12-30 17:30:00 IST,2024-12-30 23:30:00 IST,2024-12-31 00:30:00 IST,2024-12-31 00:30:00 IST,194.76,192.79,1.412,1.0192,193.2825,194.76,192.1228,0.7644,45.79,45.79,0.6,35.0,27.47,0.000666,0.030484,-0.000233,0.000024,-0.000257,0.000408,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-4.7362,1h,Price breached distal stop loss at 194.7600.
104,SOLUSD,LONG,2024-12-31 05:00:00+00:00,2024-12-31 23:00:00+00:00,2025-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,2024-12-31 10:30:00 IST,2025-01-01 04:30:00 IST,2025-01-01 05:30:00 IST,2025-01-01 05:30:00 IST,189.48,187.9436,1.412,0.8125,189.0959,187.9436,190.2305,0.6094,57.44,57.44,0.6,35.0,34.46,0.000408,0.023456,0.000141,0.000019,0.000122,0.000530,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.9846,-3.7515,1h,Price reached fixed +0.60% TP target at 190.2305.
105,SOLUSD,SHORT,2025-01-04 02:00:00+00:00,2025-01-04 11:00:00+00:00,2025-01-04 12:00:00+00:00,2025-01-04 15:00:00+00:00,2025-01-04 07:30:00 IST,2025-01-04 16:30:00 IST,2025-01-04 17:30:00 IST,2025-01-04 20:30:00 IST,218.03,216.12,1.412,0.8818,216.5975,218.03,215.2979,0.6614,52.92,52.92,0.6,35.0,31.75,0.000530,0.028067,0.000168,0.000022,0.000146,0.000676,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.9072,-2.8443,1h,Price reached fixed +0.60% TP target at 215.2979.
106,SOLUSD,SHORT,2025-01-08 15:00:00+00:00,2025-01-08 22:00:00+00:00,2025-01-08 23:00:00+00:00,2025-01-09 02:00:00+00:00,2025-01-08 20:30:00 IST,2025-01-09 03:30:00 IST,2025-01-09 04:30:00 IST,2025-01-09 07:30:00 IST,199.473,196.19,1.412,1.6664,197.0108,199.473,195.8287,1.2498,28.0,28.0,0.6,35.0,16.8,0.000676,0.018939,0.000114,0.000015,0.000098,0.000775,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.4801,-2.3643,1h,Price reached fixed +0.60% TP target at 195.8287.
107,SOLUSD,SHORT,2025-01-09 16:00:00+00:00,2025-01-10 06:00:00+00:00,2025-01-10 07:00:00+00:00,2025-01-10 07:00:00+00:00,2025-01-09 21:30:00 IST,2025-01-10 11:30:00 IST,2025-01-10 12:30:00 IST,2025-01-10 12:30:00 IST,192.68,190.539,1.412,1.1205,191.0743,192.68,189.9278,0.8404,41.65,41.65,0.6,35.0,24.99,0.000775,0.032268,-0.000271,0.000026,-0.000297,0.000478,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,-3.3643,1h,Price breached distal stop loss at 192.6800.
108,SOLUSD,SHORT,2025-01-13 00:00:00+00:00,2025-01-14 22:00:00+00:00,2025-01-15 03:00:00+00:00,2025-01-15 03:00:00+00:00,2025-01-13 05:30:00 IST,2025-01-15 03:30:00 IST,2025-01-15 08:30:00 IST,2025-01-15 08:30:00 IST,191.906,188.22,1.412,1.9488,189.1415,191.906,188.0067,1.4616,23.95,23.95,0.6,35.0,14.37,0.000478,0.011441,0.000069,0.000009,0.000059,0.000537,FILLED_TP,TP_HIT,False,1,1.0,5,5.0,4,4.0,0.4105,-2.9537,1h,Price reached fixed +0.60% TP target at 188.0067.
109,SOLUSD,LONG,2025-01-17 20:00:00+00:00,2025-01-18 03:00:00+00:00,2025-01-18 04:00:00+00:00,2025-01-18 04:00:00+00:00,2025-01-18 01:30:00 IST,2025-01-18 08:30:00 IST,2025-01-18 09:30:00 IST,2025-01-18 09:30:00 IST,221.13,216.35,1.412,2.1734,219.935,216.35,221.2546,1.63,21.47,21.47,0.6,35.0,12.88,0.000537,0.011537,0.000069,0.000009,0.000060,0.000597,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3681,-2.5857,1h,Price reached fixed +0.60% TP target at 221.2546.
110,SOLUSD,LONG,2025-01-22 10:00:00+00:00,2025-01-22 18:00:00+00:00,2025-01-22 19:00:00+00:00,2025-01-22 19:00:00+00:00,2025-01-22 15:30:00 IST,2025-01-22 23:30:00 IST,2025-01-23 00:30:00 IST,2025-01-23 00:30:00 IST,254.865,252.11,1.412,1.0839,254.1763,252.11,255.7013,0.8129,43.05,43.05,0.6,35.0,25.83,0.000597,0.025716,0.000154,0.000021,0.000134,0.000731,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.7381,-1.8476,1h,Price reached fixed +0.60% TP target at 255.7013.
111,SOLUSD,LONG,2025-01-22 18:00:00+00:00,2025-01-22 22:00:00+00:00,2025-01-22 23:00:00+00:00,2025-01-22 23:00:00+00:00,2025-01-22 23:30:00 IST,2025-01-23 03:30:00 IST,2025-01-23 04:30:00 IST,2025-01-23 04:30:00 IST,260.09,253.219,1.412,2.6593,258.3723,253.219,259.9225,1.9945,17.55,17.55,0.6,35.0,10.53,0.000731,0.012828,0.000077,0.000010,0.000067,0.000798,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3008,-1.5467,1h,Price reached fixed +0.60% TP target at 259.9225.
112,SOLUSD,LONG,2025-01-23 13:00:00+00:00,2025-01-23 19:00:00+00:00,2025-01-23 20:00:00+00:00,2025-01-23 20:00:00+00:00,2025-01-23 18:30:00 IST,2025-01-24 00:30:00 IST,2025-01-24 01:30:00 IST,2025-01-24 01:30:00 IST,247.504,242.03,1.412,2.224,246.1355,242.03,247.6123,1.668,20.98,20.98,0.6,35.0,12.59,0.000798,0.016739,0.000100,0.000013,0.000087,0.000885,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3597,-1.187,1h,Price reached fixed +0.60% TP target at 247.6123.
113,SOLUSD,LONG,2025-01-23 21:00:00+00:00,2025-01-25 04:00:00+00:00,2025-01-25 05:00:00+00:00,2025-01-25 14:00:00+00:00,2025-01-24 02:30:00 IST,2025-01-25 09:30:00 IST,2025-01-25 10:30:00 IST,2025-01-25 19:30:00 IST,251.42,243.488,1.412,3.18,249.437,243.488,250.9336,2.385,14.68,14.68,0.6,35.0,8.81,0.000885,0.012984,0.000078,0.000010,0.000068,0.000952,FILLED_TP,TP_HIT,False,9,9.0,1,1.0,0,0.0,0.2516,-0.9355,1h,Price reached fixed +0.60% TP target at 250.9336.
114,SOLUSD,LONG,2025-01-27 21:00:00+00:00,2025-01-28 12:00:00+00:00,2025-01-28 13:00:00+00:00,2025-01-28 13:00:00+00:00,2025-01-28 02:30:00 IST,2025-01-28 17:30:00 IST,2025-01-28 18:30:00 IST,2025-01-28 18:30:00 IST,237.72,232.619,1.412,2.1574,236.4447,232.619,237.8634,1.618,21.63,21.63,0.6,35.0,12.98,0.000952,0.020599,0.000124,0.000016,0.000107,0.001059,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3708,-0.5646,1h,Price reached fixed +0.60% TP target at 237.8634.
115,SOLUSD,SHORT,2025-01-28 05:00:00+00:00,2025-01-30 08:00:00+00:00,2025-01-30 09:00:00+00:00,2025-01-30 10:00:00+00:00,2025-01-28 10:30:00 IST,2025-01-30 13:30:00 IST,2025-01-30 14:30:00 IST,2025-01-30 15:30:00 IST,243.76,239.494,1.412,1.7734,240.5605,243.76,239.1171,1.33,26.32,26.32,0.6,35.0,15.79,0.001059,0.027878,0.000167,0.000022,0.000145,0.001204,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4511,-0.1135,1h,Price reached fixed +0.60% TP target at 239.1171.
116,SOLUSD,LONG,2025-01-30 07:00:00+00:00,2025-01-30 20:00:00+00:00,2025-01-30 21:00:00+00:00,2025-01-30 21:00:00+00:00,2025-01-30 12:30:00 IST,2025-01-31 01:30:00 IST,2025-01-31 02:30:00 IST,2025-01-31 02:30:00 IST,239.621,237.088,1.412,1.0599,238.9878,237.088,240.4217,0.7949,44.03,44.03,0.6,35.0,26.42,0.001204,0.053027,0.000318,0.000042,0.000276,0.001480,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.7548,0.6413,1h,Price reached fixed +0.60% TP target at 240.4217.
117,SOLUSD,SHORT,2025-01-30 15:00:00+00:00,2025-01-31 12:00:00+00:00,2025-01-31 13:00:00+00:00,2025-01-31 13:00:00+00:00,2025-01-30 20:30:00 IST,2025-01-31 17:30:00 IST,2025-01-31 18:30:00 IST,2025-01-31 18:30:00 IST,244.55,240.51,1.412,1.6727,241.52,244.55,240.0709,1.2546,27.9,27.9,0.6,35.0,16.74,0.001480,0.041292,0.000248,0.000033,0.000215,0.001695,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4783,1.1195,1h,Price reached fixed +0.60% TP target at 240.0709.
118,SOLUSD,LONG,2025-01-30 00:00:00+00:00,2025-01-31 18:00:00+00:00,2025-01-31 19:00:00+00:00,2025-01-31 19:00:00+00:00,2025-01-30 05:30:00 IST,2025-01-31 23:30:00 IST,2025-02-01 00:30:00 IST,2025-02-01 00:30:00 IST,231.34,226.74,1.412,1.9983,230.19,226.74,231.5711,1.4988,23.35,23.35,0.6,35.0,14.01,0.001695,0.039578,0.000237,0.000032,0.000206,0.001901,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4003,1.5199,1h,Price reached fixed +0.60% TP target at 231.5711.
119,SOLUSD,LONG,2025-02-03 05:00:00+00:00,2025-02-03 12:00:00+00:00,2025-02-03 13:00:00+00:00,2025-02-03 13:00:00+00:00,2025-02-03 10:30:00 IST,2025-02-03 17:30:00 IST,2025-02-03 18:30:00 IST,2025-02-03 18:30:00 IST,197.31,189.6,1.412,3.9461,195.3825,189.6,196.5548,2.9596,11.83,11.83,0.6,35.0,7.1,0.001901,0.022477,0.000135,0.000018,0.000117,0.002017,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2027,1.7226,1h,Price reached fixed +0.60% TP target at 196.5548.
120,SOLUSD,SHORT,2025-02-02 08:00:00+00:00,2025-02-03 18:00:00+00:00,2025-02-03 19:00:00+00:00,2025-02-03 19:00:00+00:00,2025-02-02 13:30:00 IST,2025-02-03 23:30:00 IST,2025-02-04 00:30:00 IST,2025-02-04 00:30:00 IST,215.635,210.736,1.412,2.3113,211.9607,215.635,210.689,1.7335,20.19,20.19,0.6,35.0,12.11,0.002017,0.040735,0.000244,0.000033,0.000212,0.002229,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3461,2.0687,1h,Price reached fixed +0.60% TP target at 210.6890.
121,SOLUSD,SHORT,2025-02-05 14:00:00+00:00,2025-02-06 06:00:00+00:00,2025-02-09 03:00:00+00:00,2025-02-09 03:00:00+00:00,2025-02-05 19:30:00 IST,2025-02-06 11:30:00 IST,2025-02-09 08:30:00 IST,2025-02-09 08:30:00 IST,207.51,203.12,1.412,2.1497,204.2175,207.51,202.9922,1.6123,21.71,21.71,0.6,35.0,13.03,0.002229,0.048395,0.000290,0.000039,0.000252,0.002481,FILLED_TP,TP_HIT,False,1,1.0,69,69.0,68,68.0,0.3722,2.4409,1h,Price reached fixed +0.60% TP target at 202.9922.
122,SOLUSD,SHORT,2025-02-09 16:00:00+00:00,2025-02-09 23:00:00+00:00,2025-02-10 00:00:00+00:00,2025-02-10 00:00:00+00:00,2025-02-09 21:30:00 IST,2025-02-10 04:30:00 IST,2025-02-10 05:30:00 IST,2025-02-10 05:30:00 IST,201.99,200.0,1.412,0.9925,200.4975,201.99,199.2945,0.7444,47.02,47.02,0.6,35.0,28.21,0.002481,0.116649,-0.000868,0.000093,-0.000962,0.001519,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,1.4409,1h,Price breached distal stop loss at 201.9900.
123,SOLUSD,LONG,2025-02-09 21:00:00+00:00,2025-02-10 01:00:00+00:00,2025-02-10 02:00:00+00:00,2025-02-10 02:00:00+00:00,2025-02-10 02:30:00 IST,2025-02-10 06:30:00 IST,2025-02-10 07:30:00 IST,2025-02-10 07:30:00 IST,199.73,193.36,1.412,3.2149,198.1375,193.36,199.3263,2.4112,14.52,14.52,0.6,35.0,8.71,0.001519,0.022054,0.000132,0.000018,0.000115,0.001634,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2488,1.6897,1h,Price reached fixed +0.60% TP target at 199.3263.
124,SOLUSD,LONG,2025-02-10 02:00:00+00:00,2025-02-11 15:00:00+00:00,2025-02-11 16:00:00+00:00,2025-02-11 16:00:00+00:00,2025-02-10 07:30:00 IST,2025-02-11 20:30:00 IST,2025-02-11 21:30:00 IST,2025-02-11 21:30:00 IST,199.45,195.744,1.412,1.8668,198.5235,195.744,199.7146,1.4001,25.0,25.0,0.6,35.0,15.0,0.001634,0.040847,0.000245,0.000033,0.000212,0.001846,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4285,2.1183,1h,Price reached fixed +0.60% TP target at 199.7146.
125,SOLUSD,SHORT,2025-02-11 22:00:00+00:00,2025-02-12 09:00:00+00:00,2025-02-12 11:00:00+00:00,2025-02-12 13:00:00+00:00,2025-02-12 03:30:00 IST,2025-02-12 14:30:00 IST,2025-02-12 16:30:00 IST,2025-02-12 18:30:00 IST,199.29,196.1,1.412,1.6201,196.8975,199.29,195.7161,1.2151,28.8,28.8,0.6,35.0,17.28,0.001846,0.053184,0.000319,0.000043,0.000277,0.002123,FILLED_TP,TP_HIT,False,2,2.0,2,2.0,1,1.0,0.4938,2.6121,1h,Price reached fixed +0.60% TP target at 195.7161.
126,SOLUSD,SHORT,2025-02-15 18:00:00+00:00,2025-02-15 21:00:00+00:00,2025-02-15 22:00:00+00:00,2025-02-16 00:00:00+00:00,2025-02-15 23:30:00 IST,2025-02-16 02:30:00 IST,2025-02-16 03:30:00 IST,2025-02-16 05:30:00 IST,194.995,193.5,1.412,0.7711,193.8738,194.995,192.7105,0.5783,60.52,60.52,0.6,35.0,36.31,0.002123,0.128476,-0.000743,0.000103,-0.000846,0.001277,FILLED_SL,SL_HIT,False,2,2.0,1,1.0,0,0.0,-1.0,1.6121,1h,Price breached distal stop loss at 194.9950.
127,SOLUSD,LONG,2025-02-13 14:00:00+00:00,2025-02-16 13:00:00+00:00,2025-02-16 14:00:00+00:00,2025-02-16 14:00:00+00:00,2025-02-13 19:30:00 IST,2025-02-16 18:30:00 IST,2025-02-16 19:30:00 IST,2025-02-16 19:30:00 IST,191.48,188.802,1.412,1.4035,190.8105,188.802,191.9554,1.0526,33.25,33.25,0.6,35.0,19.95,0.001277,0.042465,0.000255,0.000034,0.000221,0.001498,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.57,2.1821,1h,Price reached fixed +0.60% TP target at 191.9554.
128,SOLUSD,LONG,2025-01-13 13:00:00+00:00,2025-02-17 23:00:00+00:00,2025-02-18 00:00:00+00:00,2025-02-18 01:00:00+00:00,2025-01-13 18:30:00 IST,2025-02-18 04:30:00 IST,2025-02-18 05:30:00 IST,2025-02-18 06:30:00 IST,178.185,174.183,1.412,2.2587,177.1845,174.183,178.2476,1.694,20.66,20.66,0.6,35.0,12.4,0.001498,0.030949,0.000186,0.000025,0.000161,0.001659,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3542,2.5363,1h,Price reached fixed +0.60% TP target at 178.2476.
129,SOLUSD,SHORT,2025-02-18 12:00:00+00:00,2025-02-18 23:00:00+00:00,2025-02-19 00:00:00+00:00,2025-02-19 01:00:00+00:00,2025-02-18 17:30:00 IST,2025-02-19 04:30:00 IST,2025-02-19 05:30:00 IST,2025-02-19 06:30:00 IST,171.44,168.329,1.412,1.8397,169.1068,171.44,168.0921,1.3797,25.37,25.37,0.6,35.0,15.22,0.001659,0.042081,0.000252,0.000034,0.000219,0.001878,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.4349,2.9711,1h,Price reached fixed +0.60% TP target at 168.0921.
130,SOLUSD,LONG,2025-02-22 03:00:00+00:00,2025-02-23 09:00:00+00:00,2025-02-23 10:00:00+00:00,2025-02-23 11:00:00+00:00,2025-02-22 08:30:00 IST,2025-02-23 14:30:00 IST,2025-02-23 15:30:00 IST,2025-02-23 16:30:00 IST,171.37,169.7306,1.412,0.9589,170.9601,169.7306,171.9859,0.7192,48.67,48.67,0.6,35.0,29.2,0.001878,0.091379,-0.000657,0.000073,-0.000730,0.001147,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,1.9711,1h,Price breached distal stop loss at 169.7306.
131,SOLUSD,LONG,2025-02-28 15:00:00+00:00,2025-03-01 00:00:00+00:00,2025-03-01 01:00:00+00:00,2025-03-01 01:00:00+00:00,2025-02-28 20:30:00 IST,2025-03-01 05:30:00 IST,2025-03-01 06:30:00 IST,2025-03-01 06:30:00 IST,147.79,143.649,1.412,2.8217,146.7548,143.649,147.6353,2.1163,16.54,16.54,0.6,35.0,9.92,0.001147,0.018976,0.000114,0.000015,0.000099,0.001246,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.2835,2.2546,1h,Price reached fixed +0.60% TP target at 147.6353.
132,SOLUSD,LONG,2025-03-05 04:00:00+00:00,2025-03-05 14:00:00+00:00,2025-03-05 15:00:00+00:00,2025-03-05 15:00:00+00:00,2025-03-05 09:30:00 IST,2025-03-05 19:30:00 IST,2025-03-05 20:30:00 IST,2025-03-05 20:30:00 IST,142.48,140.762,1.412,1.2094,142.0505,140.762,142.9028,0.9071,38.59,38.59,0.6,35.0,23.15,0.001246,0.048081,-0.000436,0.000038,-0.000475,0.000771,FILLED_SL,DUAL_TOUCH_CONSERVATIVE_SL,True,1,1.0,1,1.0,0,0.0,-1.0,1.2546,1h,Dual-touch candle: Both TP and SL touched in same 1H candle. Conservative SL-first execution applied.
133,SOLUSD,LONG,2025-03-04 13:00:00+00:00,2025-03-09 10:00:00+00:00,2025-03-09 12:00:00+00:00,2025-03-09 12:00:00+00:00,2025-03-04 18:30:00 IST,2025-03-09 15:30:00 IST,2025-03-09 17:30:00 IST,2025-03-09 17:30:00 IST,136.29,132.587,1.412,2.7356,135.3642,132.587,136.1764,2.0517,17.06,17.06,0.6,35.0,10.24,0.000771,0.013161,0.000079,0.000011,0.000068,0.000840,FILLED_TP,TP_HIT,False,1,1.0,2,2.0,1,1.0,0.2924,1.5471,1h,Price reached fixed +0.60% TP target at 136.1764.
134,SOLUSD,LONG,2025-02-28 04:00:00+00:00,2025-03-09 16:00:00+00:00,2025-03-09 17:00:00+00:00,2025-03-09 19:00:00+00:00,2025-02-28 09:30:00 IST,2025-03-09 21:30:00 IST,2025-03-09 22:30:00 IST,2025-03-10 00:30:00 IST,129.121,125.529,1.412,2.8014,128.223,125.529,128.9923,2.101,16.66,16.66,0.6,35.0,10.0,0.000840,0.013992,0.000084,0.000011,0.000073,0.000913,FILLED_TP,TP_HIT,False,2,2.0,1,1.0,0,0.0,0.2856,1.8326,1h,Price reached fixed +0.60% TP target at 128.9923.
135,SOLUSD,SHORT,2025-03-10 09:00:00+00:00,2025-03-11 18:00:00+00:00,2025-03-11 19:00:00+00:00,2025-03-11 20:00:00+00:00,2025-03-10 14:30:00 IST,2025-03-11 23:30:00 IST,2025-03-12 00:30:00 IST,2025-03-12 01:30:00 IST,131.481,126.11,1.412,4.2141,127.4527,131.481,126.688,3.1606,11.07,11.07,0.6,35.0,6.64,0.000913,0.010107,0.000061,0.000008,0.000053,0.000965,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.1898,2.0225,1h,Price reached fixed +0.60% TP target at 126.6880.
136,SOLUSD,LONG,2025-03-13 05:00:00+00:00,2025-03-13 13:00:00+00:00,2025-03-13 14:00:00+00:00,2025-03-13 14:00:00+00:00,2025-03-13 10:30:00 IST,2025-03-13 18:30:00 IST,2025-03-13 19:30:00 IST,2025-03-13 19:30:00 IST,124.46,122.962,1.412,1.2072,124.0855,122.962,124.83,0.9054,38.66,38.66,0.6,35.0,23.19,0.000965,0.037312,0.000224,0.000030,0.000194,0.001159,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.6627,2.6852,1h,Price reached fixed +0.60% TP target at 124.8300.
137,SOLUSD,SHORT,2025-03-16 16:00:00+00:00,2025-03-17 03:00:00+00:00,2025-03-17 04:00:00+00:00,2025-03-17 05:00:00+00:00,2025-03-16 21:30:00 IST,2025-03-17 08:30:00 IST,2025-03-17 09:30:00 IST,2025-03-17 10:30:00 IST,131.15,128.47,1.412,2.0753,129.14,131.15,128.3652,1.5565,22.49,22.49,0.6,35.0,13.49,0.001159,0.026068,0.000156,0.000021,0.000136,0.001295,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.3855,3.0706,1h,Price reached fixed +0.60% TP target at 128.3652.
138,SOLUSD,LONG,2025-03-21 22:00:00+00:00,2025-03-22 14:00:00+00:00,2025-03-22 15:00:00+00:00,2025-03-22 18:00:00+00:00,2025-03-22 03:30:00 IST,2025-03-22 19:30:00 IST,2025-03-22 20:30:00 IST,2025-03-22 23:30:00 IST,129.23,127.47,1.412,1.3666,128.79,127.47,129.5627,1.0249,34.15,34.15,0.6,35.0,20.49,0.001295,0.044217,0.000265,0.000035,0.000230,0.001525,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.5854,3.6561,1h,Price reached fixed +0.60% TP target at 129.5627.
139,SOLUSD,SHORT,2025-03-22 19:00:00+00:00,2025-03-23 02:00:00+00:00,2025-03-23 03:00:00+00:00,2025-03-23 03:00:00+00:00,2025-03-23 00:30:00 IST,2025-03-23 07:30:00 IST,2025-03-23 08:30:00 IST,2025-03-23 08:30:00 IST,130.2,129.55,1.412,0.5011,129.7125,130.2,128.9342,0.3758,93.13,93.13,0.6,35.0,55.88,0.001525,0.141995,-0.000534,0.000114,-0.000647,0.000877,FILLED_SL,SL_HIT,False,1,1.0,1,1.0,0,0.0,-1.0,2.6561,1h,Price breached distal stop loss at 130.2000.
140,SOLUSD,SHORT,2025-03-29 14:00:00+00:00,2025-03-30 02:00:00+00:00,2025-03-30 03:00:00+00:00,2025-03-30 06:00:00+00:00,2025-03-29 19:30:00 IST,2025-03-30 07:30:00 IST,2025-03-30 08:30:00 IST,2025-03-30 11:30:00 IST,126.761,125.65,1.412,0.8823,125.9278,126.761,125.1722,0.6617,52.89,52.89,0.6,35.0,31.74,0.000877,0.046415,0.000278,0.000037,0.000241,0.001119,FILLED_TP,TP_HIT,False,3,3.0,1,1.0,0,0.0,0.9068,3.5628,1h,Price reached fixed +0.60% TP target at 125.1722.
141,SOLUSD,SHORT,2025-04-01 23:00:00+00:00,2025-04-02 12:00:00+00:00,2025-04-02 13:00:00+00:00,2025-04-02 13:00:00+00:00,2025-04-02 04:30:00 IST,2025-04-02 17:30:00 IST,2025-04-02 18:30:00 IST,2025-04-02 18:30:00 IST,127.476,126.159,1.412,1.0412,126.4883,127.476,125.7293,0.7809,44.82,44.82,0.6,35.0,26.89,0.001119,0.050147,-0.000392,0.000040,-0.000432,0.000687,FILLED_SL,DUAL_TOUCH_CONSERVATIVE_SL,True,1,1.0,1,1.0,0,0.0,-1.0,2.5628,1h,Dual-touch candle: Both TP and SL touched in same 1H candle. Conservative SL-first execution applied.
142,SOLUSD,LONG,2025-03-11 01:00:00+00:00,2025-04-02 22:00:00+00:00,2025-04-02 23:00:00+00:00,2025-04-02 23:00:00+00:00,2025-03-11 06:30:00 IST,2025-04-03 03:30:00 IST,2025-04-03 04:30:00 IST,2025-04-03 04:30:00 IST,119.182,113.86,1.412,4.5159,117.8515,113.86,118.5586,3.3869,10.33,10.33,0.6,35.0,6.2,0.000687,0.007101,0.000043,0.000006,0.000037,0.000724,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.1772,2.74,1h,Price reached fixed +0.60% TP target at 118.5586.
143,SOLUSD,LONG,2024-08-05 11:00:00+00:00,2025-04-03 17:00:00+00:00,2025-04-03 18:00:00+00:00,2025-04-03 18:00:00+00:00,2024-08-05 16:30:00 IST,2025-04-03 22:30:00 IST,2025-04-03 23:30:00 IST,2025-04-03 23:30:00 IST,116.577,110.569,1.412,5.2209,115.075,110.569,115.7655,3.9157,8.94,8.94,0.6,35.0,5.36,0.000724,0.006472,0.000039,0.000005,0.000034,0.000758,FILLED_TP,TP_HIT,False,1,1.0,1,1.0,0,0.0,0.1532,2.8932,1h,Price reached fixed +0.60% TP target at 115.7655.
